삼성전자,50100,51400,51400,50000,21578328,49250
SK하이닉스,82000,83900,83900,82000,5013553,81300
삼성바이오로직스,566000,560000,576000,555000,456706,579000
삼성전자우,43500,44500,44500,43450,1768421,42650
NAVER,180000,181000,182000,179000,623851,178500
셀트리온,212000,210500,216000,208000,905925,212000
LG화학,351500,362500,369500,351000,503302,354000
LG생활건강,1262000,1225000,1273000,1224000,54112,1299000
현대차,97600,100000,100500,97100,2132540,93500
삼성SDI,283000,287000,294000,278000,859381,283000
삼성물산,95200,95500,97700,95000,388955,93900
SK텔레콤,203500,200000,204500,200000,340048,209500
현대모비스,179500,179000,181000,178000,265218,176500
카카오,175000,172500,179000,172000,857324,175500
POSCO,175500,176000,178000,174500,389752,171000
엔씨소프트,642000,649000,657000,638000,116284,642000
한국전력,21350,20700,21400,20650,3528300,21500
신한지주,28200,28850,28950,28150,1975856,27700
KB금융,31900,32700,32700,31850,2707397,31700
SK,188000,187000,191500,186000,149864,183000
삼성에스디에스,166000,165500,172000,165000,241177,165500
기아차,29350,29950,30100,29200,1590443,28850
LG,60600,61500,62300,60500,324048,62300
KT&G,77900,78100,78600,77600,524233,78000
아모레퍼시픽,177000,180500,182500,177000,293680,172000
삼성생명,48500,49150,49650,48500,739178,47550
SK이노베이션,99000,99200,102500,98300,894930,98500
삼성화재,189000,189500,192000,189000,113464,186500
LG전자,53800,54700,54800,53500,806295,52600
삼성전기,111000,113000,116000,109500,1197632,110000
넷마블,94300,95700,96000,94000,326949,92500
S-Oil,66800,67300,68400,66700,666309,68300
고려아연,399500,400000,406500,398500,50687,396000
하나금융지주,24550,25050,25050,24500,1926013,23750
롯데케미칼,200500,194000,205500,193500,244444,203500
KT,23050,22100,23400,22050,1901363,22800
KODEX 200,25615,25890,25980,25545,7159755,25330
우리금융지주,8120,8220,8260,8070,2446879,7940
한국조선해양,81000,82000,82700,80900,210495,77000
LG유플러스,12400,12200,12700,12200,2434708,12350
강원랜드,24400,24950,25400,24100,1125121,24650
한온시스템,9320,9120,9450,9050,1305458,9180
아모레G,60600,62000,62800,60300,174672,58700
한진칼,81000,109500,111000,77400,6442688,81500
오리온,114500,116500,119500,114500,113425,112500
코웨이,60100,61100,62400,59800,330149,59500
기업은행,7700,7800,7830,7650,3910768,7480
LG디스플레이,11300,11550,11550,11250,2242873,11100
맥쿼리인프라,11200,11200,11300,11150,955414,11200
